# ----------------------------------------
# HowBadIsMyBatch
# Batchcode By Country-Country By Batchcode Search Term
# 20230211-20230411
# ----------------------------------------

Land,United States,Germany,Canada,Italy,United Kingdom,Japan,Brazil,Australia,Poland,Austria,Hungary,Netherlands,Romania,France,Switzerland,Spain,Sweden,Philippines,New Zealand,Mexico,Gesamt
Batchcode Search Term,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl,Ereignisanzahl
FM9360,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FN4817,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FN9509,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FP0362,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FP1176,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FP1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
FP7082,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FP7139,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FP7140,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FP7150,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FP7533,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FT8471,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FT9142,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FT9319,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FU7303,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FW0191,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FX5095,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
FZ,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Fd08,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Fd081,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Fd0810,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Fh321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Fh325,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
Fk972,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
G06665,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GB,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GD6798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GE0694,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GEN-PB,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GH,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
GH9697,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GJ2552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GJ3270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GJ3274,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GJ6796,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
GL,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
GV5171,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
I990521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
IA7484,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
J03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
JOHN,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
L,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3
L211J21A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LJ6136,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LOT 007G21A,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LOT 210101,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LOT 214022,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LOT 216047,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LOT 3002545,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3
LOT 3004218,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
LOT 3004235,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LOT 30056690,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LOT ABX5182,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LOT000106A,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LOT000132A,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LOT033C21A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LOT214022,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LOT216045,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LOT3002542,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LOT3003609,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LOT3004953,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LOT:FG4509,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
LOTABV5443,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
MODERNA 3881,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
MV1018A,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
Moderna 30004,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
N10074,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
NA0079,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
NF0129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
NL0053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
O211321A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
O21C21A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
O27A21A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
O294216,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
O31B21A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
O35C21A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
O38A21S,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
O38B1A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
O43B21A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
O47B21A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
O49E217,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
O52C2`A,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
OOOO21A,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
P3L944V,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
PA9095,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
PCA 0074,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
PCA0086,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
PCB,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3
PFIZER 5336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
PFIZER FJ8756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
PFIZER GK1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
PFIZER1750,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
PU46699,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
PV46,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
PV46674,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
PW40043,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
PW40167,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
PW46690,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
RA845,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SCRM8 ,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SCT,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SD,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
SDC,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
SE3043,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SINOPHARM,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SPIKE VAX: LOT 000137A,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SPUTNYIK,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SW,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
TVN6203,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
U3K104V,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
URN:UVCI:01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
V,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
V10605823,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
V14119076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
V15170067,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
V15845718,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
V16702842,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
WAG5705,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
XD9R5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
XEA20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Z0RII2F,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Z24A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
c,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
cu,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
cus9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
test,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
３００５８９２,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
	EW0151,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
	FP8795,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 018B21A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 028A21A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 092D21A,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 EM0477,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 FC889,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 SCVY8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
#047B21A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
(K5.1.9+Z),0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
000013A,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
000017A,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
000025A,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
000029A,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
000033A,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
000055A,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
000061A,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
000076A,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
000084A,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
000087A,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
000110A,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
000123A,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
000124A,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
000132A,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
000161A,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
003J21-2A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
004M204,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
004P21A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
005CZIA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
00621BA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
006CZ1A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
006K21A,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
006U20A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
010M2019,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
011B22A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
011D2IA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
012H213,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
012M2019,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
012W2A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
013B22A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
013L20A ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
013MZOA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
013f,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
013f2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
013f21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
013m,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
013m2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
013m20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
013m20a,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
016F22A,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
016L21A,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
017B214,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
017B22A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
017CZ1A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
017F22A,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
01B2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
01D,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
01DE/508140000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
01DE/508140000/19H5AWZACTZERK2DF3DXXG#0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
01DE/A,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
01DE/A650,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
01DE/A6500,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
01DE/IZ54516A/15AO91A16ZZFRMYZ0RII2F#O,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
01DE/a&,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
01DE508140000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
01ES09V168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
01X,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
01XG,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
01XGT,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
01XGTO,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
020FZ1A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0211321A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
021N20A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
024C2164,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
025120A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
025J20–2A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
025LZ0A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
026l3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
027021A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
028A218,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
029A21A ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
029k,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
029k2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
029k20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
029k20a,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
02SC21A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
030620A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
030A31A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
030M2OA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
031M21A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
032M2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
032N,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
032N2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
032N20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
034F,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
036AZIA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
037A21A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
037C2114,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
037L29A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
037k,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
037kz,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
037kzo,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
038821A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
038D21A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
038a,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
038aa,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
038aa2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
038aa22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
039FZ1A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
03B21A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
03L20A,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
03M20A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
040CZ1A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
041821A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
041C71A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
041JLIA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
042B21-2A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
042d21a,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
043AZ1A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
043L200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
043L204,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
044B21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
045021A,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
045J218,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
047821A,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
047C2114,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
048I218,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
048L21B,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
049L21A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
04BB21A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
050D22A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
051B22A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
051C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
052EZ1A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
052EZLA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
052e21a,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
053K21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
053L21A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
055A22A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
056E21A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
056G21A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
056M21A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
057F22A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
058A2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
05GE21A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
06121a,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
061e,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
061e21a,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
063H2A,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
066D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
066K21A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
067F2CA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
06J,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
078C4A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
078J21A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
079A42A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
07C21A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
083A21A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
